state,county,pop2018,65plus2018,dens2019,cases,first_case,deaths,first_death,stay_home_date,r_percent,d_percent,g_percent,l_percent,poverty,obesity
Arkansas,Washington County,236961,27809,251.56,1264.0,2020-03-18,11.0,2020-04-22,,50.8127679368,40.6019385741,1.60290660398,4.12355581258,17.15,0.286
Arkansas,White County,78727,12932,76.06,764.0,2020-03-23,7.0,2020-04-20,,75.2835927715,18.4541062802,0.540347110395,2.48702809089,16.05,0.334
Arkansas,Woodruff County,6490,1502,11.06,36.0,2020-03-22,0.0,,,52.3772408418,43.5307872175,0.428682774747,1.75370226033,24.4,0.356
Arkansas,Yell County,21535,3829,23.15,38.0,2020-04-04,0.0,,,71.6176241632,22.9176397322,0.731745290363,2.44434065079,17.4,0.325
California,Alameda County,1666753,230510,2260.59,26250.0,2020-03-01,805.0,2020-03-23,2020-03-19,14.8711258246,79.3142475069,2.71952641493,2.6174381722,11.15,0.207
California,Alpine County,1101,280,1.49,28.0,2020-03-30,0.0,,2020-03-19,36.6956521739,55.3043478261,3.65217391304,3.82608695652,12.65,0.24
California,Amador County,39383,10633,66.24,179.0,2020-03-20,0.0,,2020-03-19,59.5775631328,34.353543582,1.22774351216,4.52112184336,8.45,0.23
California,Butte County,231256,42992,141.31,417.0,2020-03-22,0.0,,2020-03-19,48.0300977836,44.0265461541,2.64664701128,4.76965633431,18.35,0.243
California,Calaveras County,45602,12553,44.71,277.0,2020-03-11,0.0,,2020-03-19,58.5295961315,34.6467269634,1.81337870511,4.77299185099,9.0,0.258
California,Colusa County,21627,3163,18.79,76.0,2020-03-27,0.0,,2020-03-19,53.8519866545,40.3245374583,1.28905065211,3.94297846527,15.35,0.226
California,Contra Costa County,1150215,181443,1604.03,16542.0,2020-03-03,375.0,2020-03-20,2020-03-19,25.4389718539,68.9128114392,1.80877559066,3.51345763657,8.8,0.237
California,Del Norte County,27828,5018,27.66,49.0,2020-04-02,0.0,,2020-03-19,54.844567888,37.2289285333,2.61724174768,4.44396966136,20.7,0.255
California,El Dorado County,190678,40389,111.65,925.0,2020-03-20,0.0,,2020-03-19,53.3834670731,39.4976913077,1.50737436679,5.40637468059,7.8,0.203
California,Fresno County,994400,122113,166.89,6846.0,2020-03-07,125.0,2020-04-03,2020-03-19,45.5315187162,49.4118211169,1.48603075153,3.27374292747,21.7,0.294
California,Glenn County,28047,4453,21.35,94.0,2020-03-27,0.0,,2020-03-19,61.7123360699,32.6793901269,1.03422539716,3.9982940612,17.65,0.268
California,Humboldt County,136373,24380,38.22,1418.0,2020-02-20,0.0,,2020-03-19,32.355214651,58.2590082055,5.35140920442,3.46949696753,17.95,0.265
California,Imperial County,181827,23580,43.55,3397.0,2020-03-12,92.0,2020-04-03,2020-03-19,27.0532442337,68.1827980168,1.52092165457,2.54604680127,21.3,0.235
California,Inyo County,17987,4210,1.76,410.0,2020-03-25,2.0,2020-04-25,2020-03-19,53.1265632816,39.4572286143,2.67633816908,4.10205102551,11.4,0.238
California,Kern County,896764,98347,110.27,12477.0,2020-03-17,78.0,2020-03-27,2020-03-19,54.7314272592,39.7202893558,1.12619129636,3.83970605121,20.5,0.278
California,Kings County,151366,15516,108.87,463.0,2020-03-27,14.0,2020-04-13,2020-03-19,54.096124031,40.0062015504,1.21240310078,3.97519379845,19.2,0.242
California,Lake County,64382,14635,51.24,102.0,2020-04-06,0.0,,2020-03-19,44.0935224224,47.8344193177,3.50325795324,4.08585665006,18.95,0.267
California,Lassen County,30802,4667,6.78,0.0,,0.0,,2020-03-19,72.673191326,21.3394741892,1.00748416811,4.53847630013,14.0,0.256
California,Los Angeles County,10105518,1375957,2489.87,291354.0,2020-01-26,10953.0,2020-03-11,2020-03-19,23.3886938213,71.4071865319,2.06872211614,2.54201243405,15.55,0.213
California,Madera County,157672,22051,73.78,988.0,2020-03-07,52.0,2020-03-26,2020-03-19,56.0984152001,38.767766979,1.37174211248,3.38849487786,18.65,0.297
California,Marin County,259666,57943,498.93,5292.0,2020-02-26,257.0,2020-03-27,2020-03-19,15.9458254882,78.8150007731,2.05291929308,2.94885438553,6.7,0.154
California,Mariposa County,17471,4882,12.06,0.0,,0.0,,2020-03-19,58.4093725358,35.1695392588,2.12909766813,3.67241185085,11.3,0.238
California,Mendocino County,87606,19366,24.98,150.0,2020-03-18,0.0,,2020-03-19,31.2286838653,60.3847835592,4.5911674683,3.4980323568,16.7,0.248
California,Merced County,274765,30845,141.92,1685.0,2020-03-23,59.0,2020-04-06,2020-03-19,43.4729440538,51.3980669285,1.35926439809,3.16299414435,21.45,0.313
California,Modoc County,8777,2358,2.22,0.0,,0.0,,2020-03-19,71.8368562072,23.7570705567,1.22060136946,2.91753498065,17.1,0.251
California,Mono County,14250,2253,4.67,634.0,2020-03-21,27.0,2020-03-31,2020-03-19,40.3570042685,52.3088863019,2.67753201397,4.21032207994,13.15,0.208
California,Monterey County,435594,59201,132.73,2943.0,2020-03-17,87.0,2020-03-23,2020-03-19,27.2849517978,66.9587074351,1.94981174231,3.33691919401,13.6,0.228
California,Napa County,139417,26665,186.32,1061.0,2020-02-26,51.0,2020-03-31,2020-03-19,29.5744312133,64.7661723566,1.59928700517,3.77293095338,9.85,0.236
California,Nevada County,99696,27380,104.09,988.0,2020-03-16,24.0,2020-04-03,2020-03-19,44.1577966204,48.7070779963,2.98274099465,4.02309218835,8.55,0.185
California,Orange County,3185968,470387,4018.58,37406.0,2020-01-25,632.0,2020-03-24,2020-03-19,43.2801094389,50.9601544158,1.47383611265,3.88969669889,9.85,0.204
California,Placer County,393149,76906,279.41,3668.0,2020-03-02,173.0,2020-03-04,2020-03-19,52.4652565567,41.1666622379,1.29939149151,4.93981346159,6.4,0.228
California,Plumas County,18804,5345,7.37,92.0,2020-03-31,0.0,,2020-03-19,57.5198187995,36.5118912797,1.73272933182,3.97508493771,11.55,0.23
California,Riverside County,2450758,353122,339.96,51835.0,2020-03-07,1561.0,2020-03-20,2020-03-19,45.2762678244,49.6107441063,1.47086358929,3.20049969866,12.85,0.27
California,Sacramento County,1540975,217601,1596.45,20876.0,2020-02-21,773.0,2020-03-10,2020-03-19,34.8695045837,58.5567433683,1.66578971009,4.47098129302,13.55,0.277
California,San Benito County,61537,7937,44.31,1191.0,2020-02-03,66.0,2020-03-17,2020-03-19,36.8256316868,57.1932620077,1.55360801275,3.79012064648,11.4,0.243
California,San Bernardino County,2171603,251361,108.21,26004.0,2020-03-15,1069.0,2020-03-25,2020-03-19,42.413027758,52.1920294998,1.59339861018,3.23439376201,14.55,0.282
California,San Diego County,3343364,469454,794.11,54388.0,2020-02-10,1499.0,2020-03-23,2020-03-19,38.2352214351,56.0710165858,1.58869017082,3.86813238953,11.9,0.231
California,San Francisco County,883305,138249,18833.8,27162.0,2020-02-02,415.0,2020-03-25,2020-03-19,9.44250537237,85.5316935627,2.40216811071,2.19411708345,11.7,0.16
California,San Joaquin County,752660,95916,540.58,9626.0,2020-03-10,466.0,2020-03-18,2020-03-19,40.9944373436,53.880957953,1.27335025533,3.4762101928,15.65,0.31
California,San Luis Obispo County,284010,57040,86.05,3726.0,2020-03-14,22.0,2020-04-05,2020-03-19,42.2813566125,50.572747341,2.07826610476,4.75296006422,13.25,0.2
California,San Mateo County,769545,123921,1715.32,21868.0,2020-03-02,691.0,2020-03-15,2020-03-19,18.6891084839,76.3759178293,1.592701192,3.02088007263,7.1,0.2
California,Santa Barbara County,446527,68465,163.25,8431.0,2020-03-15,78.0,2020-04-01,2020-03-19,32.7235970382,60.9655105222,2.06790724864,3.85388250195,14.05,0.192
California,Santa Clara County,1937570,261131,1500.74,49428.0,2020-01-31,1900.0,2020-03-09,2020-03-19,20.8529799074,73.3480189578,1.77850801337,3.63711943296,8.75,0.21
California,Santa Cruz County,274255,45127,616.16,2724.0,2020-03-07,41.0,2020-03-29,2020-03-19,17.7589442247,75.0469125796,3.3627289466,3.36713388366,12.7,0.201
California,Shasta County,180040,37553,47.69,634.0,2020-03-09,80.0,2020-03-25,2020-03-19,65.5883893376,28.2148468727,1.59467431155,4.205143755,15.95,0.28
California,Sierra County,2987,945,3.13,0.0,,0.0,,2020-03-19,58.0931263858,33.3148558758,2.32815964523,5.43237250554,8.9,0.234
California,Siskiyou County,43724,11160,6.96,144.0,2020-03-22,0.0,,2020-03-19,56.5234926396,35.8237547893,2.85843920145,4.36579955636,16.25,0.233
California,Solano County,446610,70430,543.45,4111.0,2020-02-24,55.0,2020-04-02,2020-03-19,31.7780184152,62.2546726726,1.67748467005,3.81823191322,10.15,0.271
California,Sonoma County,499942,98714,317.3,4561.0,2020-02-26,53.0,2020-03-21,2020-03-19,22.8093380471,70.7222967207,2.63379251493,3.56333048885,9.95,0.225
California,Stanislaus County,549815,72319,367.52,4386.0,2020-03-11,64.0,2020-04-10,2020-03-19,46.7269967529,47.3539941463,1.45765686143,3.89391639608,15.75,0.308
California,Sutter County,96807,14902,160.67,616.0,2020-03-25,48.0,2020-04-01,2020-03-19,55.1447632193,38.8806730422,1.13378684807,4.26238128101,13.55,0.259
California,Tehama County,63916,12389,21.67,25.0,2020-04-02,0.0,,2020-03-19,65.4907103825,28.7256830601,1.18907103825,4.0043715847,20.05,0.26
California,Trinity County,12535,3420,3.94,0.0,,0.0,,2020-03-19,51.0814249364,39.7794741306,3.66836301951,5.08905852417,15.1,0.251
California,Tulare County,465861,53292,96.57,7736.0,2020-03-12,374.0,2020-03-28,2020-03-19,53.3863446511,41.3435408318,1.38626005858,3.33400302418,22.75,0.295
California,Tuolumne County,54539,14279,24.56,38.0,2020-03-30,0.0,,2020-03-19,57.4556918882,36.554192229,1.46983640082,4.28169734151,11.05,0.227
California,Ventura County,850967,132387,461.86,9564.0,2020-03-10,297.0,2020-03-23,2020-03-19,38.5746440995,55.3749663019,1.73606036098,3.90475540875,9.1,0.219
California,Yolo County,220408,27535,217.21,2742.0,2020-03-06,164.0,2020-03-22,2020-03-19,26.0316456946,68.0718250598,1.8272326808,3.68212077514,17.15,0.229
California,Yuba County,78041,9955,123.48,399.0,2020-03-22,17.0,2020-04-10,2020-03-19,58.4718396809,34.3527400513,1.84253015481,4.60157659797,18.7,0.305
Colorado,Adams County,511868,53587,438.88,18494.0,2020-03-12,0.0,,2020-03-26,42.145324768,49.3767309065,1.28365453248,4.93361884368,13.5,0.25
Colorado,Alamosa County,16683,2271,23.09,178.0,2020-03-27,0.0,,2020-03-26,43.9466434682,45.9330143541,1.69638973467,5.78512396694,25.8,0.205
Colorado,Arapahoe County,651215,85065,816.1,31486.0,2020-03-09,0.0,,2020-03-26,38.9259314488,52.6755852843,1.20607261289,5.13814626249,11.4,0.207
Colorado,Archuleta County,13765,3585,10.2,152.0,2020-03-30,0.0,,2020-03-26,58.0795610425,34.1426611797,1.59122085048,4.49931412894,11.9,0.17
Colorado,Baca County,3585,886,1.4,250.0,2020-03-28,0.0,,2020-03-26,81.442809682,13.1941148552,0.806834361652,2.32558139535,14.3,0.218
Colorado,Bent County,5882,1055,3.89,0.0,,0.0,,2020-03-26,61.6279069767,30.7082452431,1.00422832981,4.22832980973,27.85,0.24
Colorado,Boulder County,326078,46486,448.91,8108.0,2020-03-13,0.0,,2020-03-26,21.9345347554,70.5661017908,1.90680963024,4.18423062778,12.8,0.149
Colorado,Broomfield County,69267,9592,2099.0,2145.0,2020-03-20,0.0,,2020-03-26,38.2196989984,52.3003588453,1.30416153393,5.74688018853,5.3,0.202
Colorado,Chaffee County,20027,5084,19.76,937.0,2020-03-21,0.0,,2020-03-26,48.0316392399,43.3948540776,1.72742976634,4.75497772525,11.9,0.162
Colorado,Cheyenne County,1876,385,1.05,0.0,,0.0,,2020-03-26,84.1078066914,11.8029739777,0.371747211896,2.78810408922,14.1,0.233
Colorado,Clear Creek County,9605,1953,24.31,293.0,2020-03-13,0.0,,2020-03-26,43.8539407086,46.7281272596,1.93420101229,6.18221258134,7.1,0.166
Colorado,Conejos County,8200,1582,6.37,0.0,,0.0,,2020-03-26,47.4811083123,44.1561712846,0.604534005038,4.10579345088,18.6,0.177
Colorado,Costilla County,3828,1045,3.12,87.0,2020-03-27,0.0,,2020-03-26,31.9230769231,60.9340659341,1.04395604396,4.3956043956,26.8,0.205
Colorado,Crowley County,5858,803,7.44,54.0,2020-03-20,0.0,,2020-03-26,70.7478491066,22.236929186,0.66181336863,4.10324288551,23.15,0.243
Colorado,Custer County,4954,1594,6.71,49.0,2020-04-02,0.0,,2020-03-26,67.1997389034,26.0117493473,0.783289817232,4.60182767624,16.25,0.212
Colorado,Delta County,30953,8024,27.1,338.0,2020-03-24,0.0,,2020-03-26,69.5276393974,24.2962607286,1.50051017346,2.79695096333,12.75,0.215
Colorado,Denver County,716492,84216,4674.09,39321.0,2020-03-06,0.0,,2020-03-26,18.7854888911,75.1690767184,1.27856869186,3.70612722835,18.5,0.182
Colorado,Dolores County,2074,520,1.94,0.0,,0.0,,2020-03-26,76.0975609756,18.4552845528,1.05691056911,2.35772357724,17.15,0.208
Colorado,Douglas County,342776,40935,407.95,8772.0,2020-03-05,0.0,,2020-03-26,54.7666167354,36.6530357865,0.768650433528,5.37508610416,2.85,0.162
Colorado,Eagle County,54993,6356,32.65,13051.0,2020-03-06,0.0,,2020-03-26,36.0576710451,55.9550661183,1.51696077131,5.14351421874,9.4,0.132
Colorado,El Paso County,713856,91063,335.64,17344.0,2020-03-06,9.0,2020-03-12,2020-03-26,56.3425510657,33.7746949147,1.26151950535,6.19523546555,10.8,0.214
Colorado,Elbert County,26282,4311,14.2,451.0,2020-03-21,0.0,,2020-03-26,73.5292242973,19.4786155905,0.847727707311,4.05379565301,3.85,0.202
Colorado,Fremont County,48021,10402,31.32,235.0,2020-03-24,0.0,,2020-03-26,68.8574040219,24.1087751371,1.08775137112,4.02650822669,15.9,0.224
Colorado,Garfield County,59770,7858,20.28,1716.0,2020-03-15,0.0,,2020-03-26,49.6467639015,42.5592525068,1.77377696749,4.26921908235,8.65,0.174
Colorado,Gilpin County,6121,1035,40.8,18.0,2020-04-09,0.0,,2020-03-26,43.7604924454,45.7190822608,3.41354224958,5.42809177392,9.9,0.197
Colorado,Grand County,15525,2732,8.41,141.0,2020-03-18,0.0,,2020-03-26,52.4726888288,38.9874309879,1.46834253495,5.65018207447,7.35,0.18
Colorado,Gunnison County,17246,2236,5.32,3413.0,2020-03-10,0.0,,2020-03-26,34.9499946231,54.500483923,2.65619959135,6.29099903215,11.35,0.159
Colorado,Hinsdale County,811,246,0.73,65.0,2020-03-21,0.0,,2020-03-26,57.5551782683,33.4465195246,1.8675721562,4.58404074703,2.55,0.195
Colorado,Huerfano County,6889,2148,4.33,34.0,2020-03-24,0.0,,2020-03-26,49.7083775186,43.2396606575,1.27253446448,3.97667020148,18.75,0.209
Colorado,Jackson County,1399,311,0.87,0.0,,0.0,,2020-03-26,72.8538283063,19.837587007,0.812064965197,4.75638051044,14.25,0.218
Colorado,Jefferson County,580233,95477,759.13,21841.0,2020-03-05,0.0,,2020-03-26,42.0745713649,49.0697156002,1.32136245715,5.47089287272,7.9,0.196
Colorado,Kiowa County,1383,324,0.78,0.0,,0.0,,2020-03-26,85.1113716295,10.6682297773,0.117233294256,2.81359906213,11.0,0.249
Colorado,Kit Carson County,7163,1385,3.31,280.0,2020-03-26,0.0,,2020-03-26,80.0996401882,14.5585386106,0.415167450872,2.54636036535,10.8,0.272
Colorado,La Plata County,56310,9668,33.33,1199.0,2020-03-24,0.0,,2020-03-26,40.5930603476,49.8014452184,2.07343271922,5.96966343337,10.3,0.167
Colorado,Lake County,7824,1117,20.76,146.0,2020-03-31,0.0,,2020-03-26,39.811023622,50.3937007874,2.42519685039,5.41732283465,23.05,0.192
Colorado,Larimer County,350518,54938,135.03,5864.0,2020-03-09,0.0,,2020-03-26,42.6123147857,47.5355472235,1.60961747732,5.83918265883,13.5,0.193
Colorado,Las Animas County,14503,3529,3.04,53.0,2020-04-03,0.0,,2020-03-26,54.6242342746,39.055729867,0.851636037651,3.67548184671,16.5,0.243
Colorado,Lincoln County,5610,985,2.18,55.0,2020-03-27,0.0,,2020-03-26,77.9766860949,16.6111573689,0.3746877602,3.12239800167,14.95,0.231
Colorado,Logan County,21528,3824,11.71,430.0,2020-03-23,0.0,,2020-03-26,74.9536178108,18.9960832818,0.669964955679,3.26736755308,12.8,0.237
Colorado,Mesa County,153207,29238,46.02,886.0,2020-03-14,0.0,,2020-03-26,64.278273412,27.9902772584,0.897483839949,4.59426251402,12.3,0.223
Colorado,Mineral County,776,242,0.89,56.0,2020-03-29,0.0,,2020-03-26,52.7607361963,36.3496932515,1.68711656442,6.44171779141,5.7,0.197
Colorado,Moffat County,13188,2020,2.78,114.0,2020-03-28,0.0,,2020-03-26,81.3056835637,13.425499232,0.47619047619,2.71889400922,12.85,0.241
Colorado,Montezuma County,26158,5785,12.89,270.0,2020-03-29,0.0,,2020-03-26,61.1600818511,30.8515661892,1.81803872186,4.17912797104,17.3,0.218
Colorado,Montrose County,42214,9836,18.84,1507.0,2020-03-21,0.0,,2020-03-26,67.8832463218,25.8092074039,0.650213573802,3.45989558614,11.1,0.201
Colorado,Morgan County,28558,4422,22.3,2552.0,2020-03-19,0.0,,2020-03-26,68.1695827725,26.3122476447,0.672947510094,2.89367429341,14.1,0.288
Colorado,Otero County,18432,3766,14.61,150.0,2020-03-25,0.0,,2020-03-26,59.3092497023,34.1206828106,0.516077808654,3.61254466058,21.6,0.255
Colorado,Ouray County,4833,1314,8.92,94.0,2020-04-04,0.0,,2020-03-26,40.6753878917,51.4146638272,1.82537268026,4.53300882263,7.3,0.175
Colorado,Park County,18556,3793,8.46,162.0,2020-03-20,0.0,,2020-03-26,59.0824792582,32.7086383602,1.61054172767,4.84138604197,6.25,0.184
Colorado,Phillips County,4286,966,6.23,104.0,2020-03-31,0.0,,2020-03-26,76.8010291595,18.6963979417,0.385934819897,2.57289879931,9.95,0.226
Colorado,Pitkin County,17950,3482,18.49,1606.0,2020-03-11,0.0,,2020-03-26,24.280350438,69.6928853374,1.74256281891,3.52363531337,8.2,0.142
Colorado,Prowers County,12164,2143,7.42,18.0,2020-04-09,0.0,,2020-03-26,70.4700683005,23.5636801928,0.602651667336,3.09361189233,22.35,0.255
Colorado,Pueblo County,167529,30988,70.21,1814.0,2020-03-13,0.0,,2020-03-26,46.1571732766,46.4882219856,1.00146393399,4.59142933191,17.0,0.266
Colorado,Rio Blanco County,6336,985,1.97,24.0,2020-04-03,0.0,,2020-03-26,80.9662398137,12.601862631,0.46565774156,3.40512223516,4.9,0.211
Colorado,Rio Grande County,11250,2276,12.34,172.0,2020-03-26,0.0,,2020-03-26,55.7580174927,36.1698250729,1.11151603499,4.17274052478,17.35,0.227
Colorado,Routt County,25733,3974,10.89,1143.0,2020-03-13,0.0,,2020-03-26,37.3874528028,54.363926808,1.44496079001,5.15538774325,6.05,0.134
Colorado,Saguache County,6843,1572,2.16,77.0,2020-03-31,0.0,,2020-03-26,40.9678611008,49.6859992612,4.50683413373,3.14000738825,25.7,0.23
Colorado,San Juan County,762,178,1.97,0.0,,0.0,,2020-03-26,42.4901185771,52.371541502,0.790513833992,3.35968379447,10.6,0.202
Colorado,San Miguel County,8191,1201,6.37,337.0,2020-03-21,0.0,,2020-03-26,23.89236836,68.6615634424,2.9691486894,3.57225701693,11.4,0.169
Colorado,Sedgwick County,2303,604,4.2,0.0,,0.0,,2020-03-26,74.4134897361,19.5747800587,1.53958944282,2.05278592375,13.3,0.241
Colorado,Summit County,31007,4235,50.97,1902.0,2020-03-06,0.0,,2020-03-26,31.5297926655,59.1619450844,1.86787871241,6.12041591433,6.25,0.145
Colorado,Teller County,25083,5505,45.03,486.0,2020-03-23,0.0,,2020-03-26,67.4505386186,24.9735971274,1.12652256566,4.64690558333,7.8,0.178
Colorado,Washington County,4909,1016,1.95,98.0,2020-03-26,0.0,,2020-03-26,84.3426883309,10.6720827179,0.406203840473,2.99113737075,14.0,0.232
Colorado,Weld County,314305,38224,78.87,22670.0,2020-03-13,1.0,2020-03-17,2020-03-26,56.7172434412,34.2843261828,0.987368263697,5.49517901188,13.8,0.256
Colorado,Yuma County,10020,1851,4.24,84.0,2020-03-19,0.0,,2020-03-26,80.5102915952,15.0300171527,0.343053173242,2.42281303602,10.25,0.251
Connecticut,Fairfield County,943823,149918,1510.19,169623.0,2020-03-08,8687.0,2020-03-21,2020-03-23,37.8905574012,58.1855274094,1.16042985383,2.76348533559,7.75,0.186
Connecticut,Hartford County,892697,152874,1214.62,65260.0,2020-03-14,5562.0,2020-03-22,2020-03-23,37.0503407904,58.5615915074,1.42352944123,2.96453826095,10.4,0.246
Connecticut,Litchfield County,181111,38502,196.75,12613.0,2020-03-11,858.0,2020-03-30,2020-03-23,54.7816983804,40.8851119732,1.39992199848,2.93326764784,5.55,0.219
Connecticut,Middlesex County,162682,33067,440.51,8791.0,2020-03-18,712.0,2020-03-26,2020-03-23,43.9435759372,51.2499717201,1.69113820954,3.11531413316,5.95,0.239
Connecticut,New Haven County,857620,148886,1418.7,92911.0,2020-03-14,4731.0,2020-03-25,2020-03-23,42.1306752432,54.1623105592,1.27743682647,2.42957737112,10.8,0.274
Connecticut,New London County,266784,48611,401.09,6140.0,2020-03-20,252.0,2020-03-31,2020-03-23,43.8250339284,50.5520891052,1.78917022011,3.83370674633,6.95,0.25
Connecticut,Tolland County,150921,23845,367.79,5839.0,2020-03-19,559.0,2020-03-21,2020-03-23,44.1020384331,49.8903579909,1.8827284641,4.12487511191,6.5,0.234
Connecticut,Windham County,117027,19418,228.15,2108.0,2020-03-19,40.0,2020-04-04,2020-03-23,50.7622823107,42.9481490247,1.99002031438,4.2995483502,10.85,0.3
Delaware,Kent County,178550,30483,304.66,8156.0,2020-03-18,210.0,2020-03-29,2020-03-24,49.8148222967,44.9099699675,1.40196355703,3.87324417869,12.45,0.338
Delaware,New Castle County,559335,87028,1312.01,24768.0,2020-03-11,630.0,2020-03-29,2020-03-24,32.7026634234,62.3039913106,1.5126133982,3.48073186776,10.1,0.267
Delaware,Sussex County,229286,63575,244.93,17883.0,2020-03-17,465.0,2020-03-29,2020-03-24,59.1670289376,37.1680495965,1.04334020073,2.62158126524,11.3,0.299
District of Columbia,District of Columbia,702455,85303,11489.29,,,,,2020-04-01,4.12206713478,92.8465918822,1.42540103899,1.60593994405,18.4,0.21
Florida,Alachua County,269956,37836,308.33,5341.0,2020-03-10,6.0,2020-04-22,2020-04-03,36.4430049989,58.9625040093,1.16798485453,3.15426318383,23.85,0.252
Florida,Baker County,28355,4015,48.45,473.0,2020-03-15,48.0,2020-04-07,2020-04-03,81.4785499446,16.7167959474,0.23745448789,1.33766028178,17.6,0.367
Florida,Bay County,185287,31678,244.25,1082.0,2020-03-21,36.0,2020-04-04,2020-04-03,71.1523677296,24.8866909158,0.643710341821,3.03266743927,12.45,0.285
Florida,Bradford County,27732,4935,94.34,725.0,2020-03-22,25.0,2020-04-12,2020-04-03,73.6733344354,24.1692841792,0.388493965945,1.46305174409,15.8,0.357
